,genre_ids,id,name,overview,popularity,first_air_date,vote_average,vote_count,language
19,"[99, 18, 9648]",105177,Unsolved Mysteries,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",23.907,2020-07-01,7.8,223,en
0,"[35, 10751, 10762]",4605,The Suite Life of Zack & Cody,"Meet Zack and Cody, 11 year-old identical twins and the newest residents of Boston's swanky Tipton Hotel. Living in a suite with their mom Carey, the boys treat the tipton like their own personal playground.",33.066,2005-03-18,7.8,491,en
1,[35],1418,The Big Bang Theory,"The sitcom is centered on five characters living in Pasadena, California: roommates Leonard Hofstadter and Sheldon Cooper; Penny, a waitress and aspiring actress who lives across the hall; and Leonard and Sheldon's equally geeky and socially awkward friends and co-workers, mechanical engineer Howard Wolowitz and astrophysicist Raj Koothrappali. The geekiness and intellect of the four guys is contrasted for comic effect with Penny's social skills and common sense.",198.902,2007-09-24,7.8,8421,en
2,"[99, 10764]",127700,Welcome to Earth,"Will Smith whose curiosity and wonder is positively infectious—is guided by National Geographic Explorers traveling to different corners of the world to get up close and personal with the weirdest, most unusual, dangerous and thrilling spectacles of the planet.",16.115,2021-12-08,7.8,286,en
3,[18],15842,El Clon,"Lucas falls for a young Arab girl named Jade. She is caught between modern values and her Islamic upbringing. They separate and two decades pass. Then a strange turn of luck brings the pair together. Then Jade meets a clone, who is just like Lucas, but twenty years younger. She must choose between the man she loved and the memory she cherishes.",19.613,2010-02-15,7.8,394,en
4,[35],2693,Extras,"Andy Millman gave up his day job five years ago in the hope of achieving the big time, but he’s yet to land a speaking part, let alone saunter down the red carpet to pick up an Oscar. He remains optimistic however, as rubbing shoulders with the A-list on-set only serves to reinforce his belief that the big time is just a job or two away.",16.126,2005-07-21,7.8,246,en
5,"[9648, 18, 35]",1447,Psych,"Thanks to his police officer father's efforts, Shawn Spencer spent his childhood developing a keen eye for detail (and a lasting dislike of his dad). Years later, Shawn's frequent tips to the police lead to him being falsely accused of a crime he solved. Now, Shawn has no choice but to use his abilities to perpetuate his cover story: psychic crime-solving powers, all the while dragging his best friend, his dad, and the police along for the ride.",86.905,2006-07-07,7.8,543,es
6,"[35, 10759, 18]",54583,Los heroes del norte,,19.949,2010-09-20,7.8,388,es
7,[10766],33761,Triumph of Love,"Triunfo del Amor is a Mexican telenovela, starring Maite Perroni, William Levy, and Victoria Ruffo as the main protagonists. Dominika Paleta, Guillermo García Cantú and Daniela Romo star as the main antagonists. It is based on El Privilegio de Amar produced in 1998, a remake of Delia Fiallo's classic Cristal produced in 1985. Triunfo del Amor won 3 awards in Premios TVyNovelas: Best female antagonist, best first actor, and best young lead actress.",19.178,2010-10-25,7.8,431,en
8,[18],4344,Rescue Me,"Rescue Me revolves around the lives of the men in a New York City firehouse, the crew of 62 Truck. Examining the fraternal nature and relationships of firefighters, the series tackles the daily drama of the life-and-death situations associated with being a firefighter, while exploring the ways the men use dark humor to protect their true emotions.",19.574,2004-07-21,7.8,117,es
9,[],19818,Pedro El Escamoso,"Pedro el escamoso is a popular telenovela filmed in Colombia and produced by the Colombian network, Caracol TV.

This novela is about a cheesy but charming macho man who lives in a small town in Colombia. He moves to the city to find his fortune and encounters a series of events and people that change his life dramatically. Pedro is the epitome of a man who can get all the women he wants, but can't get the one he loves.",61.281,,7.8,316,en
10,[10764],8514,RuPaul's Drag Race,"Join RuPaul, the world's most famous drag queen, as the host, mentor and judge for the ultimate in drag queen competitions. The top drag queens in the U.S. will vie for drag stardom as RuPaul, in full glamazon drag, will reign supreme in all judging and eliminations while helping guide the contestants as they prepare for each challenge.",58.514,2009-02-02,7.8,153,en
11,"[9648, 18]",109958,The Haunting of Bly Manor,"After an au pair’s tragic death, Henry Wingrave hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the estate’s chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose. But all is not as it seems at the manor, and centuries of dark secrets of love and loss are waiting to be unearthed in this chilling tale.",39.951,2020-10-09,7.8,615,en
12,"[10765, 18]",96346,Luna Nera,"In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.",21.045,2020-01-31,7.8,191,it
13,"[18, 10751]",68183,The Hours of My Life,"Your whole outlook on life can change in an instant. Takuto Sawada (Haruma Miura) is your average college student. But one day, he finds out that he has ALS (Lou Gehrig's disease) and only has a short time to live. How will he choose to spend the remaining days of his precious life?",8.118,2014-01-08,7.8,121,ja
14,"[10765, 18]",81559,V Wars,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",20.597,2019-12-05,7.8,231,en
15,"[16, 10759, 18]",8962,3000 Leagues in Search of Mother,"Italy is in a deep depression, so to support her family, Marco's  mother goes to Argentina to work as a domestic. But after she writes to  her family that she is sick, her letters stop coming. So Marco decides  to go to Argentina to look for her. He travels across Argentina to find  her, meeting many wonderful people, and having many adventures during  his journey.",15.641,1976-01-04,7.8,106,ja
16,[18],70128,Genius,"The life stories of history's greatest minds. From their days as young adults to their final years we see their discoveries, loves, relationships, causes, flaws and genius.",30.396,2017-04-25,7.8,191,en
17,"[18, 10759, 10765]",88396,The Falcon and the Winter Soldier,"Following the events of “Avengers: Endgame”, the Falcon, Sam Wilson and the Winter Soldier, Bucky Barnes team up in a global adventure that tests their abilities, and their patience.",224.059,2021-03-19,7.8,7067,en
18,"[35, 18]",73481,Ecomoda,,95.473,2001-08-24,7.8,899,en
19,"[16, 35, 10751, 10765]",2228,Pinky and the Brain,"Pinky and Brain are genetically enhanced laboratory mice who reside in a cage in the Acme Labs research facility. Brain is self-centered and scheming; Pinky is good-natured but feebleminded. In each episode, Brain devises a new plan to take over the world, which ultimately ends in failure, usually due to Pinky's idiocy, the impossibility of Brain's plan, Brain's own arrogance, or just circumstances beyond their control.",25.632,1995-09-09,7.8,557,en
0,"[18, 80]",71722,Deception,"Cameron Black is the world's greatest illusionist. At least, that's what people used to call him—before his greatest secret was exposed and his career destroyed. Even worse, Cameron has good reason to believe this was no accident.",20.325,2018-03-11,7.8,171,es
1,[35],634,Who's the Boss?,"A former professional baseball player, along with his preteen daughter, moves into New York advertising executive Angela Bower's house to be both a housekeeper and a father figure to her young son. Tony 's laid-back personality contrasts with Angela's type-A behavior.",20.349,1984-09-20,7.8,166,en
2,[99],129035,The Walking Dead: Origins,"The Walking Dead: Origins is a series of specials exploring the journeys of the series' most celebrated characters. Each episode charts the story of the zombie apocalypse from the point of view of a single character and features new interviews and narrations from the actors that portray these iconic characters, interwoven with clips from the most pivotal moments of their journeys so far.",136.145,2021-07-15,7.8,377,es
3,[18],94703,Bronco The Series,"This is the story of José Guadalupe Esparza and his three friends, and how they became one of the most successful regional music bands in México: Bronco. Together, they will fight the music industry establishment, escaping poverty and facing discrimination. After years of great and hard work, they managed to sell out their good-bye show at the Azteca Stadium in 1997, with over 30 million records sold all over the region.",10.24,2019-09-24,7.8,132,en
4,[35],34408,Mischievous Kiss,"A clumsy high-school girl - Oh Ha-ni - is at the bottom of her class, and she has had a crush on a popular genius, Baek Seung-Jo, ever since she first laid eyes on him.",40.582,2010-09-01,7.8,318,ko
5,"[18, 10749]",2942,The Tudors,"The Tudors is a history-based drama series following the young, vibrant King Henry VIII, a competitive and lustful monarch who navigates the intrigues of the English court and the human heart with equal vigor and justifiable suspicion.",33.888,2007-04-01,7.8,457,en
6,[10765],68421,Altered Carbon,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",65.56,2018-02-02,7.8,1301,en
7,"[80, 18, 9648, 10765]",2973,Life on Mars,"A detective chief inspector from 2006 is investigating a serial killer when he is knocked over by a speeding car. Waking up, he finds himself mysteriously transported back in time to 1973. Initially struggling to come to terms with his situation, he has to come to terms with the old-fashioned technology and attitude of the day, while figuring out how he came to be trapped in the past.",10.371,2006-01-09,7.8,177,ja
8,[18],269,One Tree Hill,"In Tree Hill, North Carolina two half brothers share a last name and nothing else. Brooding, blue-collar Lucas is a talented street-side basketball player, but his skills are appreciated only by his friends at the river court. Popular, affluent Nathan basks in the hero-worship of the town, as the star of his high school team. And both boys are the son of former college ball player Dan Scott whose long ago choice to abandon Lucas and his mother Karen, will haunt him long into his life with wife Deb and their son Nathan.",47.555,2003-09-23,7.8,281,en
9,"[10765, 10759]",71809,The Dark Crystal: Age of Resistance,"Return to the world of Thra, where three Gelfling discover the horrifying secret behind the Skeksis' power and set out to ignite the fires of rebellion and save their world.",32.023,2019-08-30,7.8,259,en
10,"[10759, 16, 10765]",19253,Mazinger Z,"Mazinger Z, known briefly as Tranzor Z in the United States, is a Japanese super robot manga series written and illustrated by Go Nagai. The first manga version was serialized in Shueisha's Weekly Shōnen Jump from October 1972 to August 1973, and it later continued in Kodansha TV Magazine from October 1973 to September 1974. It was adapted into an anime television series which aired on Fuji TV from December 1972 to September 1974. A second manga series was released alongside the TV show, this one drawn by Gosaku Ota, which started and ended almost at the same time of the TV show. Mazinger Z has spawned several sequels and spinoff series, among them UFO Robot Grendizer and Mazinkaiser. It was a very popular cartoon in Mexico during the 1980s, where it was dubbed into Spanish directly from the Japanese version, keeping the Japanese character names and broadcasting all 92 episodes, unlike the version aired in the U.S.",35.247,1972-12-03,7.8,294,en
11,"[35, 18]",18520,Drop Dead Diva,"A shallow model suddenly dies in an accident only to find her soul resurfacing in the body of a brilliant, plus-sized attorney.",28.768,2009-07-12,7.8,179,en
12,"[16, 10759, 18]",56425,Baki the Grappler,"Baki Hanma is a young fighter who yearns to follow in the footsteps of his father, Yujiro, and become the strongest fighter in the world. Through that he trains tirelessly and fights constantly to hone his skills and develop his body to achieve these goals. Many intense battles lay ahead of Baki as he goes about his quest to be the best and ultimately take the title of ""King"" from his father.",184.868,2001-01-08,7.8,185,ja
13,"[18, 80, 10765]",60866,iZombie,"A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",74.524,2015-03-17,7.8,2398,en
14,"[16, 80, 18]",67043,91 Days,"During Prohibition, the law is powerless and the mob rules Lawless, a town that thrives on the black market sale of illicitly brewed liquor. Avilio returns to town after a time away, following a lead on the murder of his family.",20.482,2016-07-09,7.8,135,en
15,[10759],2875,MacGyver,"Angus MacGyver works as a troubleshooter for the Phoenix Foundation in Los Angeles and as an agent for a United States government agency, the Department of External Services. Educated as a scientist, MacGyer served as a Bomb Team Technician/EOD during the Vietnam War. Resourceful and possessed of an encyclopedic knowledge of the physical sciences, he solves complex problems with everyday materials he finds at hand, along with his ever-present duct tape and Swiss Army knife. He prefers non-violent resolutions and prefers not to handle a gun, but will if necessary.",46.082,1985-09-29,7.8,580,ja
16,[35],2317,My Name Is Earl,"When petty criminal Earl Hickey wins the lottery, he sets off on a quest to repair his questionable karma.",38.707,2005-09-20,7.8,694,en
17,"[18, 9648]",126118,Chapelwaite,"In the 1850s, Captain Charles Boone relocates his family of three children to his ancestral home in the small, seemingly sleepy town of Preacher’s Corners, Maine after his wife dies at sea. Charles will soon have to confront the secrets of his family’s sordid history, and fight to end the darkness that has plagued the Boones for generations.",103.084,2021-08-22,7.8,114,en
18,"[18, 35]",80169,The House of Flowers,The outward perfection of a family-run flower business hides a dark side rife with dysfunctional secrets in this darkly humorous comedy series.,42.454,2018-08-10,7.8,837,es
19,"[16, 18, 10759]",45125,Btooom!,"Sakamoto, an unemployed young man, is one of the world's top players of an online fighting game called Btooom! One day, he wakes up on what appears to be a tropical island, although he doesn't remember how or why he got there.",22.763,2012-10-04,7.8,142,es
0,"[80, 18, 10766]",44953,The Lord of the Skies,"Set in the 1990s, these are the life and times of Amado Carrillo Fuentes, a man who became the head of the Juárez cartel. Nicknamed “El Señor de los Cielos” (Lord of the Skies) because of the large fleet of airplanes he used to transport drugs, he was also known for washing more than $200 million through Colombia to finance his huge fleet. He is described as the most powerful drug trafficker of his time.",513.596,2013-04-15,7.8,1788,ja
1,"[35, 16, 10759]",2418,The Venture Bros.,"Hank and Dean Venture, with their father Doctor Venture and faithful bodyguard Brock Samson, go on wild adventures facing megalomaniacs, zombies, and suspicious ninjas, all for the glory of adventure. Or something like that.",16.554,2004-08-07,7.8,140,en
2,[18],96571,Move to Heaven,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",24.29,2021-05-14,7.8,154,ko
3,"[18, 10765]",64464,11.22.63,"An English teacher travels back in time to prevent the Kennedy assassination, but discovers he is attached to the life he has made in a bygone era.",24.288,2016-02-15,7.8,1004,en
4,[18],94536,Hernán,"The Spanish ""Conquistador"" Hernán Cortés arrives in the shores of what today is México and faces both local demons and those who've sailed with him.",16.111,2019-11-21,7.8,150,es
5,[10766],73964,Ingles,,8.697,2002-10-08,7.8,119,es
6,[18],12777,Corazón salvaje,A telenovela that dramatizes the romances and rivalries between two brothers and two sisters in Mexico between the years 1885 and 1900.,11.591,1993-07-05,7.8,490,en
7,[18],80825,Jesus,,104.278,2018-07-24,7.8,245,es
8,"[35, 99]",34014,An Idiot Abroad,"An Idiot Abroad is a British travel documentary television series broadcast on Sky1 and Science, as well as spin-off books published by Canongate Books, created by Ricky Gervais and Stephen Merchant and starring Karl Pilkington. The ongoing theme of both the television series and the books is that Pilkington has no interest in global travel, so Merchant and Gervais make him travel while they stay in the United Kingdom and monitor his progress.",14.572,2010-09-23,7.8,162,pt
9,"[16, 10765, 35]",20993,Galactik Football,"Galactik Football is a french animated television series, co-produced by Alphanim, France 2, Jetix Europe, and Welkin-Animation. Its third 26-episode season aired in Europe in June 2010.

In the universe of Galactik Football, the inhabited worlds of the Zaelion Galaxy compete in Galactik Football, a sport analogous to football, but played seven to a side. The game is complicated by the addition of Flux, which enhances a player's attributes such as speed, strength, and agility, or grants special powers such as teleportation. The story follows the fate of an inexperienced Galactik Football team, the Snow Kids, as they aim to compete in the Galactik Football Cup.",9.943,2006-05-27,7.8,104,fr
10,[16],88061,"Hensuki: Are You Willing to Fall in Love With a Pervert, As Long As She's a Cutie?","A high school student whose years of not having a girlfriend is his age, Keiki Kiryuu, suddenly receives a love letter. He is happy he can finally have a girlfriend, but is also surprised because not only is there no sender name but also included is white underwear…??? The cute girls who gather around him are all weird and with reasons!? Who is the Cinderella who sent the underwear?",35.045,2019-07-08,7.8,472,ja
11,"[10759, 16, 18, 10765]",78122,Saint Seiya: Saintia Sho,"The whole Sanctuary was misled into danger due to the civil war instigated by the Gemini Gold Saint, Saga. Our story begins right after the end of those events... This is a story of the girls protecting Athena. These are the records of love and fierce fights they meet while opposing destiny on their way to maturity...",29.277,2018-12-10,7.8,245,ja
12,"[16, 10759, 18]",43513,The Adventures of Tom Sawyer,"The Adventures of Tom Sawyer is a Japanese anime series, directed by Hiroshi Saitô which was aired in 1980. It is based on the well-known and popular novel The Adventures of Tom Sawyer by Mark Twain. The series was broadcast on the World Masterpiece Theater, an animation staple on Fuji TV that showcased each year an animated version of a different classical book or story of Western literature, and was originally titled ""Tom Sawyer no Bōken"". It was the second installment of the series, after 1977's Rascal the Raccoon, to feature the work of an American author. This series was also dubbed to English by Saban International and aired on HBO circa 1988 under the title ""The Adventures of Tom Sawyer."" It aired during the 7:30AM time slot and alternated with the later WMT version of ""Little Women."" Celebrity Home Entertainment released videos in the United States under the title ""All New Adventures of Tom Sawyer"". As of January 2011, the anime is airing in the United States on the NHK's cable channel TV Japan.",23.115,1980-01-06,7.8,102,ja
13,"[18, 80]",70828,Surviving Escobar - Alias JJ,"As the Medellín Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",90.403,2017-02-08,7.8,946,ja
14,"[16, 35, 18, 10765, 10759]",65942,Re:ZERO -Starting Life in Another World-,"Natsuki Subaru, an ordinary high school  student, is on his way home from the convenience store when he finds  himself transported to another world. As he's lost and confused in a new  world where he doesn't even know left from right, the only person to  reach out to him was a beautiful girl with silver hair. Determined to  repay her somehow for saving him from his own despair, Subaru agrees to  help the girl find something she's looking for.",107.984,2016-04-04,7.8,227,en
15,"[99, 35]",15826,1000 Ways to Die,"The science of living and the randomness of death are combined with a dash of Darwinism. Forensic experts, pathologists, toxicologists, herpetologists, and other experts offer eloquent explanations of mortality.",16.02,2009-02-08,7.8,312,en
16,"[10762, 16, 10759]",1482,Spider-Man,"Spider-Man is an animated television series that ran from September 9, 1967 to June 14, 1970. It was jointly produced in Canada and the United States and was the first animated adaptation of the Spider-Man comic book series, created by writer Stan Lee and artist Steve Ditko. It first aired on the ABC television network in the United States but went into syndication at the start of the third season. Grantray-Lawrence Animation produced the first season. Seasons 2 and 3 were crafted by producer Ralph Bakshi in New York City. In Canada, it is currently airing on Teletoon Retro. An internet meme, commonly known as 1960s Spiderman, regarding the series has received an overwhelming amount of popularity. The meme consists of a screenshot taken at a random part of the series and adding an inappropriate and/or witty text. Since the death of Max Ferguson on March 7 2013, there are only three surviving members from the cast. Those three being Paul Soles the voice of Spider-Man, Chris Wiggins the voice of Mysterio and Carl Banas the voice of the Scorpion.",23.85,1967-09-09,7.8,146,es
17,"[10751, 35, 10766]",107775,"I love you, Güero","“La mexicana y el güero” is the story of some scammers who try to deceive a millionaire who is looking for his biological mother through a plan that is funny about what is complicated.  Itatí Cantoral, Gala Montes, Juan Soler, Luis Roberto Guzmán, Montserrat Marañón, Jacqueline Andere, Rodrigo Abed and Laura Vignatti, among many other stars.",38.173,2020-08-17,7.8,190,en
18,"[10751, 35, 18]",4658,ALF,A furry alien wiseguy comes to live with a terran family after crashing into their garage.,49.461,1986-09-22,7.8,824,en
19,[99],32900,Through the Wormhole,"Hosted by Morgan Freeman, Through the Wormhole explores the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there before the beginning? Are we really alone? Is there a creator? These questions have been pondered by the most exquisite minds of the human race. Now, science has evolved to the point where hard facts and evidence may be able to provide us with answers instead of philosophical theories. Through the Wormhole brings together the brightest minds and best ideas from the very edges of science - Astrophysics, Astrobiology, Quantum Mechanics, String Theory, and more - to reveal the extraordinary truth of our Universe.",13.918,2010-06-09,7.8,106,es
0,"[10759, 18]",1973,24,"24 is an American television series produced for the Fox network and syndicated worldwide, starring Kiefer Sutherland as Counter Terrorist Unit agent Jack Bauer. Each 24-episode season covers 24 hours in the life of Bauer, using the real time method of narration.",90.904,2001-11-06,7.8,1072,en
1,"[9648, 18, 10765]",96348,The Gift,A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,22.209,2019-12-27,7.8,130,tr
2,"[80, 18, 9648]",70453,Sharp Objects,Reporter Camille Preaker confronts the psychological demons from her past when she returns to her hometown to investigate the murders of two young girls.,26.702,2018-07-08,7.8,481,en
3,"[99, 18, 10759]",70824,La Niña,,30.646,2016-04-26,7.8,160,es
4,[18],69541,Harlots,"Brothel owner, Margaret Wells, struggles to raise her daughters in London during the 18th century.",30.005,2017-03-27,7.8,126,en
5,"[18, 9648, 80]",1620,CSI: Miami,"CSI: Miami follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",171.835,2002-09-23,7.8,1265,en
6,"[18, 10765, 9648]",894,The Prisoner,"After resigning, a secret agent is abducted and taken to what looks like an idyllic village, but is really a bizarre Kafkaesque prison. His warders demand information. He gives them nothing, but only tries to escape.",13.892,1967-09-29,7.8,119,en
7,"[18, 80, 9648]",71769,The Alienist,"New York, 1896. Police commissioner Theodore Roosevelt brings together criminal psychologist Dr. Laszlo Kreizler, newspaper illustrator John Moore and secretary Sara Howard to investigate several murders of male prostitutes.",40.863,2018-01-22,7.8,359,en
8,"[18, 35, 10766]",5522,Doña Bárbara,"Doña Bárbara is a Spanish-language telenovela produced by the United States-based television network Telemundo, Sony Pictures Television International and RTI Colombia. Edith González and Christian Meier star in this adaptation of the 1929 novel by Venezuelan author Rómulo Gallegos.",90.714,2008-08-04,7.8,553,en
9,"[10759, 35, 18]",1404,Chuck,"When Buy More computer geek Chuck Bartowski unwittingly downloads a database of government information and deadly fighting skills into his head, he becomes the CIA's most vital secret. This sets Chuck on a path to become a full-fledged spy.",40.526,2007-09-24,7.8,659,en
10,"[37, 80, 18]",43901,Longmire,A Wyoming sheriff rebuilds his life and career following the death of his wife. Based on the “Walt Longmire” series of mystery novels written by best-selling author Craig Johnson.,37.344,2012-06-03,7.8,193,es
11,"[18, 35]",1032,Aída,"Aída is a Spanish comedy sitcom set in Madrid, that spin off from another sitcom called 7 Vidas. The show first aired on January 16, 2005 and is produced by Globomedia for the Spanish network Telecinco. It currently started its ninth season.

The show stars Carmen Machi as the title character, Aída García, a working, single mother with two teenage children, forced to move in with her mother and brother to make ends meet.

The show has received favorable criticism from the audience and has been the most viewed show in Spain since 2007. It has also received several awards like the Ondas Award for Best Spanish Sitcom.

The Polish re-make of the series began airing in March 2012 on TVP2 channel.",16.184,2005-01-16,7.8,183,es
12,[18],130372,"Doogie Kamealoha, M.D.","Lahela 'Doogie' Kamealoha, a 16-year-old prodigy juggles a budding medical career and life as a teenager. With the support of her caring and comical 'ohana (family) and friends, Lahela is determined to make the most of her teenage years and forge her own path.",73.746,2021-09-08,7.8,141,en
13,"[35, 80, 18, 9648]",3764,Hustle,A motley group of London con artists pull of a series of daring and intricate stings.,24.34,2004-02-24,7.8,105,en
14,"[99, 80]",96129,Don't F**k with Cats: Hunting an Internet Killer,A group of online justice seekers track down a guy who posted a video of him killing kittens.,15.54,2019-12-18,7.8,297,es
15,"[35, 10751]",47,The Kid from the Eight,"The mishaps of Chavo, an 8-year-old orphan boy who lives in a barrel. Together with Quico, Chilindrina, Ñoño and La Popis, Chavo experiences a series of humorous entanglements.",114.679,1973-02-26,7.8,1425,es
16,"[18, 9648]",113246,Tiny Pretty Things,"When an attack brings down the star student at an elite ballet school, her replacement enters a world of lies, betrayal -- and cutthroat competition.",33.768,2020-12-14,7.8,172,ja
17,"[16, 10759, 80]",76130,Killing Bites,,18.579,2018-01-13,7.8,108,en
18,"[18, 9648]",66788,13 Reasons Why,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",113.718,2017-03-31,7.7,3258,en
19,[18],63418,Code Black,"Inspired by the award-winning documentary, this medical drama is set in the busiest and most notorious ER in the nation where the extraordinary staff confront a challenged system in order to protect their ideals and the patients who need them the most.",27.239,2015-09-30,7.7,207,en
0,[35],7311,Nuevo Rico Nuevo Pobre,"Nuevo Rico Nuevo Pobre is a Colombian telenovela produced and broadcast by Caracol TV starring Martín Karpan, John Alex Toro, Maria Cecilia Botero, Carolina Acevedo, Hugo Gómez, former Miss Colombia Andrea Noceti and Andrés Toro.

The show started on July 16, 2007 on Caracol TV and it is also broadcast on Ecuador's Teleamazonas in primetime. Caracol TV has sold the rights of the show to Telemundo and Fox. It is, as of May 2008, one of the highest rated TV shows in Colombia.",17.458,2007-07-16,7.7,323,en
1,"[18, 10766]",82282,"Like, la Leyenda","The experiences of a group of young people interned at the Life Institute of Knowledge and Evolution (LIKE), a prestigious and cosmopolitan educational institution, with a supposedly modern and open educational system, but in reality it is deeply traditional and schematic.",69.714,2018-09-10,7.7,392,en
2,"[10765, 18]",71886,Siren,"The coastal town of Bristol Cove is known for its legend of once being home to mermaids. When the arrival of a mysterious girl proves this folklore all too true, the battle between man and sea takes a very vicious turn as these predatory beings return to reclaim their right to the ocean.",91.546,2018-03-29,7.7,3024,en
3,"[35, 10765]",1952,Mystery Science Theater 3000,A stranded spaceship pilot captured by mad scientists survives a blitz of cheesy B movies by riffing on them with his funny robot pals.,12.141,1988-11-24,7.7,136,en
4,"[18, 10766]",87623,Hercai,Miran is seeking revenge for his parents death so he plans to marry daughter Reyyan from the family who were responsible for that. Unexpectedly he falls in love with Reyyan. Will this change the plan?,51.203,2019-03-15,7.7,584,ja
5,"[18, 10768, 10765]",87104,Years and Years,"As Britain is rocked by unstable political, economic and technological advances, members of the Lyons family converge on one crucial night in 2019. Over the next 15 years, the twists and turns of their everyday lives are explored as we find out if this ordinary family could change the world.",19.547,2019-05-14,7.7,153,en
6,[18],31585,Rookie Blue,"Ambitious young cops try to prove themselves in their high-stakes careers, in which the smallest mistake can have deadly consequences. At the core of the close-knit group is perfectionist Andy McNally, whose father was a homicide detective before he burned out on the job. The series follows Andy and her four colleagues -- Dov Epstein, Gail Peck, Traci Nash and Chris Diaz -- as they experience the trials, triumphs and tribulations of police work, as well as its effect on their personal lives.",33.412,2010-06-24,7.7,134,en
7,"[80, 18]",127865,The Chestnut Man,"At a grisly murder scene sits a figurine made of chestnuts. From this creepy clue, two detectives hunt a killer linked to a politician's missing child.",92.548,2021-09-29,7.7,288,tr
8,"[16, 18, 9648, 80]",80826,Happy Sugar Life,"Satou Matsuzaka, a girl who has never loved anyone before, falls in love with a girl named Shio Koube. The two girls are drawn to each other, and begin a happy life together. Satou won't let anyone endanger their new life, and would do anything for love, even if it means threatening, confining, or killing someone.",17.817,2018-07-14,7.7,103,da
9,"[16, 10751, 10759, 35]",132141,Maya and the Three,A spirited princess with the heart of a warrior embarks on a mission to fulfill an ancient prophecy and save humanity from the wrath of vengeful gods.,50.726,2021-10-22,7.7,197,en
10,[18],33234,The Pillars of the Earth,"A sweeping epic of good and evil, treachery and intrigue, violence and beauty, a sensuous, spirited story set against a backdrop of war, religious strife and power struggles in 12th Century England.",21.627,2010-07-23,7.7,252,en
11,[18],1950,Everwood,"After the death of his wife, world-class neurosurgeon Dr. Andrew Brown leaves Manhattan and moves his family to the small town of Everwood, Colorado. There he becomes a small-town doctor and learns parenting on the fly as he raises his talented but resentful 15-year-old son Ephram and his 9-year-old daughter Delia.",23.397,2002-09-16,7.7,129,en
12,"[18, 80, 9648, 10765]",60726,Forever,"Doctor Henry Morgan, New York City’s star medical examiner, has a secret. He doesn't just study the dead to solve criminal cases, he does it to solve the mystery that has eluded him for 200 years—the answer to his own inexplicable immortality. This long life has given Henry remarkable observation skills which impresses his new partner, Detective Jo Martinez. Each week, a new case and their budding friendship will reveal layers of Henry’s long and colorful past. Only his best friend and confidant, Abe knows Henry’s secret.",22.184,2014-09-22,7.7,392,en
13,[18],82328,Bitter Lands,"The love story of Zuleyha, ​​who grew up without a father and works with Yilmaz as an auxiliary weaver in order to earn money for her brother, a gambler. The lives of these two young people blinded by the love of one ordinary night will turn into a dark nightmare. This nightmare will take them first from Istanbul and far away, and later to the estate of the Yaman family. In the first episode of the series, Yilmaz and Zuleyha set out to work on the Yaman estate. However, because of one of Zuleyha's lies - the lives of all of them will change radically.",33.991,2018-09-13,7.7,139,tr
14,"[80, 18]",94372,FBI: Most Wanted,"The Fugitive Task Force relentlessly tracks and captures the notorious criminals on the Bureau’s Most Wanted list. Seasoned agent Jess LaCroix oversees the highly skilled team that functions as a mobile undercover unit that is always out in the field, pursuing those who are most desperate to elude justice.",105.128,2020-01-07,7.7,253,en
15,"[10759, 16, 10765, 10762]",3122,Star Wars: Clone Wars,"This Emmy Award-winning series recounts the events and battles of the Galactic Republic’s last major war — the Clone Wars. Jedi Master Obi-Wan Kenobi leads an assault on the planet Muunalist, home of the Intergalactic Banking Clan; his Padawan, Anakin Skywalker, is appointed by Supreme Chancellor Palpatine to lead the Republic’s space forces. Meanwhile, Separatist leader and Sith Lord Count Dooku takes in Force-sensitive gladiator Asajj Ventress as his Sith apprentice, and tasks her with eliminating Skywalker.",22.424,2003-11-07,7.7,232,en
16,[35],7317,The Inbetweeners,"Welcome to a world of futile crushes, sibling brawls, getting drunk too quickly and casting constant aspersions about your friends' sexuality.",18.054,2008-05-01,7.7,293,es
